No.       IRAC1_mJy    Lum_Class Teff      RA          Dec         Av
6490    0.0649674       5    4423       166.89980      -77.410805     14.93
6517   0.00129332       5    3014       166.75626      -77.349556     13.84
6540  7.38861e-06       5    3115       166.79663      -77.363037    479.44
6548   0.00906807       5    3159       167.05782      -77.408768      0.00
6586   0.00573733       5    3396       166.32175      -77.436699     13.61
6596    0.0124683       5    3344       166.42278      -77.336372      4.92
6599    0.0133752       5    3424       166.11694      -77.314552      0.00
6600   0.00105694       5    3442       166.84647      -77.401260     40.99
6607    0.0390229       5    3427       166.10837      -77.403236      0.00
6621    0.0161174       5    3645       166.62174      -77.432175      9.82
6662  0.000156035       5    2939       166.74527      -77.361992     33.88
6664  0.000661577       5    2906       166.68686      -77.490761      0.00
6666   0.00178888       5    2902       166.89156      -77.301529      0.00
6672   0.00134585       5    2733       167.08197      -77.496300      0.00
6673  4.30162e-07       5    2784       166.81401      -77.371941   1164.44
6689    0.0200771       5    3443       166.82112      -77.482719      0.00
6706   0.00962252       5    3896       166.40213      -77.449738     17.29
6723   0.00104348       5    3458       166.42857      -77.379738     18.49
6733   0.00172639       5    2994       166.10324      -77.311455      0.00
6737   0.00118118       5    3151       166.14548      -77.336731      0.00
6739   0.00175915       5    3059       166.52469      -77.364464      9.69
6767    0.0117575       5    3153       166.87936      -77.466545      0.00
6774    0.0129752       5    3178       167.05121      -77.330170      0.00
6800    0.0107566       5    3221       166.10886      -77.397835      0.00
6804    0.0120739       5    3293       167.06984      -77.405853      0.00
6813   0.00535250       5    3399       166.33055      -77.371758     15.40
6828    0.0376023       5    3557       166.89247      -77.312080      0.00
6849    0.0646508       5    3778       167.01236      -77.338333      0.00
6901   0.00616322       5    3669       166.40671      -77.292862      0.00
6906    0.0183698       5    3487       166.75778      -77.300186      0.00
6907    0.0279048       5    3618       167.00395      -77.339027      0.00
6910   0.00434948       5    3663       166.61408      -77.476135     17.17
6913   0.00484489       5    3750       166.74030      -77.355988     28.17
6915    0.0338875       5    3804       166.71118      -77.309326      0.00
6917    0.0497852       5    3871       166.22935      -77.375298      3.24
6937   0.00260407       5    3462       166.25339      -77.429993      8.77
6945   0.00117087       5    2954       166.20328      -77.447403      4.86
6952  0.000574805       5    3048       166.69336      -77.355873     12.64
6960  0.000423628       5    3027       166.83772      -77.366005     26.65
6987   0.00888618       5    3166       166.42442      -77.497192      0.00
6998   0.00289475       5    3125       166.54758      -77.453964      9.29
7002    0.0123520       5    3149       166.55971      -77.470306      1.23
7006    0.0128955       5    3199       166.70113      -77.496262      0.00
7009   0.00673052       5    3168       166.21913      -77.373940      5.08
7022   0.00135435       5    3270       166.61719      -77.372032     26.58
7027    0.0103542       5    3191       167.00772      -77.337929      0.00
7045    0.0157900       5    3356       166.57457      -77.485008      1.24
7054    0.0173029       5    3444       167.08148      -77.397079      0.00
7082    0.0765685       5    3915       166.21022      -77.439636      6.26
7105   0.00130288       5    2952       166.50572      -77.353844      5.81
7117  0.000730613       5    2966       166.38519      -77.497086      0.00
7154    0.0224116       5    3655       166.22584      -77.469269      1.92
7156    0.0226200       5    3745       166.19519      -77.475868      0.14
7160    0.0457770       5    3874       166.42398      -77.345650      1.05
7164    0.0644763       5    4087       167.07378      -77.418480      0.00
7198   0.00137006       5    3054       167.02701      -77.330490      0.00
7219   0.00329564       5    3119       166.64079      -77.494530      0.00
7232   0.00600262       5    3146       166.13919      -77.319092      0.00
7257    0.0188851       5    3361       166.90559      -77.338196      0.00
7263    0.0257347       5    3396       167.06067      -77.427345      0.00
7268   0.00129188       5    3406       166.25148      -77.402893     29.47
7279   0.00656458       5    3489       166.47458      -77.387901     11.92
7283    0.0241901       5    3494       166.98755      -77.316406      0.00
7296    0.0111817       5    3696       166.77937      -77.349861     14.37
7299    0.0291519       5    3680       166.59096      -77.491180      0.42
7305    0.0328811       5    3698       166.32820      -77.466057      6.78
7306    0.0253960       5    3791       166.54266      -77.339706      7.54
7348  0.000589410       5    2907       166.42896      -77.335716      4.01
7364   0.00678424       5    3363       167.03641      -77.309563      0.00
7371  0.000104786       5    3509       166.64665      -77.404350     68.05
7416  0.000275528       5    2981       166.48808      -77.428520     21.89
7437   0.00288206       5    3133       166.29272      -77.430893     11.29
7449   0.00447859       5    3126       166.99750      -77.331886      0.00
7450  0.000729141       5    3031       166.82652      -77.428955     23.04
7454  0.000450038       5    3201       166.81604      -77.404350     29.47
7456   0.00450313       5    3207       166.81543      -77.325523      0.00
7463    0.0105906       5    3071       166.17810      -77.434448      1.89
7475    0.0108967       5    3287       166.46069      -77.481949      3.89
7486   0.00932068       5    3264       166.80965      -77.493042      0.00
7488    0.0107016       5    3343       167.08705      -77.411919      0.00
7502    0.0180009       5    3465       166.75948      -77.499397      0.00
7505    0.0138586       5    3392       166.68751      -77.493851      0.00
7507   0.00110497       5    3425       166.61041      -77.402748     47.43
7511   0.00609088       5    3416       166.61195      -77.337166     17.31
7535    0.0512215       5    3712       167.07996      -77.301758      0.00
7539    0.0359533       5    3761       166.21394      -77.375069      6.06
7540    0.0749158       5    3820       167.06433      -77.452660      0.00
7545    0.0811405       5    3963       167.06340      -77.340271      0.00
7584  0.000644734       5    2876       166.97006      -77.490364      0.00
7598   0.00270235       5    3257       167.05476      -77.315498      0.00
7602   0.00382961       5    3348       166.87210      -77.485756      0.00
7613    0.0223295       5    3602       167.00865      -77.489120      0.00
7646    0.0315869       5    3968       166.22519      -77.371758      3.28
7654  0.000680897       5    2952       166.92062      -77.376114     17.09
7656  0.000163391       5    3074       166.55572      -77.354332     28.72
7665   0.00191929       5    3062       166.15099      -77.444313      0.46
7677   0.00690571       5    3022       166.95962      -77.295578      0.00
7708    0.0197559       5    3261       167.02875      -77.441925      0.00
7720   0.00870948       5    3274       166.60419      -77.491325      1.66
7726   0.00576622       5    3259       166.85783      -77.403076     17.05
7728  0.000310566       5    3362       166.74565      -77.388039     50.11
7751    0.0490698       5    3628       166.88866      -77.327469      0.00
7760    0.0714734       5    3900       167.05443      -77.384506      0.00
7773    0.0634716       5    4416       166.85586      -77.400841     17.71
7802  0.000297213       5    2883       166.60271      -77.430061     10.35
7811   0.00820164       5    3381       166.17285      -77.330223      0.00
7822    0.0145505       5    3596       166.10236      -77.474892      0.00
7844    0.0605909       5    4441       166.65631      -77.448792     14.96
7847    0.0458640       5    4700       166.42835      -77.474831     19.43
7904   0.00637771       5    3084       166.65030      -77.496086      0.00
7911  0.000899585       5    3180       166.39699      -77.431389     19.43
7919   0.00314721       5    3222       166.27502      -77.353302     11.47
7950  0.000443561       5    3343       166.67134      -77.411018     45.70
7966    0.0174212       5    3417       166.27481      -77.378204      4.27
7971    0.0120107       5    3567       166.40791      -77.489685      6.54
7976    0.0328202       5    3537       166.63255      -77.439911      8.60
7980    0.0449850       5    3719       166.90871      -77.335815      0.00
7987    0.0455676       5    4051       166.76085      -77.429855     11.89
7993   0.00397123       5    4261       166.79686      -77.355278     53.74
8045    0.0126629       5    3676       166.93314      -77.448181      0.00
